0,3,4,7,11,13,16,19,23,24,26,N
0,3,4,9,11,15,16,19,20,25,26,N
0,3,4,8,11,14,16,19,21,25,26,N
1,2,5,7,11,14,16,19,20,24,26,P
0,3,4,7,11,13,16,19,23,24,26,N
0,3,4,6,11,13,16,19,23,24,26,N
0,3,4,6,11,14,16,19,21,24,26,N
0,3,4,6,10,14,16,18,22,24,26,P
0,3,4,7,11,13,16,19,22,24,26,P
0,2,5,9,11,14,17,19,22,25,26,N
0,3,4,6,11,14,16,19,21,24,26,N
0,2,5,9,11,14,17,19,22,25,26,N
0,3,4,6,11,14,16,18,23,24,26,N
0,3,4,6,11,13,16,19,21,25,26,N
0,3,4,9,11,15,17,19,20,25,26,N
0,3,4,9,11,15,17,19,20,25,26,N
0,2,5,6,11,15,17,19,21,25,26,P
0,3,4,6,11,14,16,19,20,25,26,N
0,3,4,9,11,12,16,19,22,24,26,N
0,2,5,6,11,14,16,19,20,25,26,P
0,2,5,6,11,15,16,19,22,24,26,P
0,2,5,8,11,15,16,19,23,25,26,N
0,2,4,6,11,13,16,19,20,25,26,N
0,2,4,8,11,13,16,19,20,24,26,N
0,2,4,8,11,14,16,19,23,25,26,P
0,2,4,6,11,13,16,18,22,24,26,N
0,2,4,6,11,12,16,19,21,25,26,N
0,2,4,6,11,13,16,19,20,25,26,N
0,3,4,7,11,14,16,19,23,24,26,N
0,3,4,7,11,13,16,19,22,25,26,P
0,3,4,8,11,14,17,19,22,24,26,N
0,3,4,8,11,15,16,19,23,24,27,P
0,3,4,8,11,14,17,19,20,25,26,N
0,3,4,9,11,15,17,19,23,24,26,P
0,2,4,6,11,13,16,19,22,24,26,N
0,3,4,9,11,12,16,19,23,24,26,P
0,3,4,8,11,12,16,19,23,25,27,P
0,2,4,7,10,13,16,19,21,25,26,P
0,3,4,6,11,12,16,18,23,24,26,N
0,2,5,9,11,13,17,19,22,25,26,N
0,2,5,9,11,13,17,19,22,25,26,N
0,3,5,9,11,14,16,19,21,24,26,N
0,2,4,9,11,13,16,19,21,25,26,P
0,3,4,8,11,13,16,19,21,25,26,N
0,3,4,6,10,12,16,19,23,24,26,N
0,2,4,7,10,13,16,18,23,24,27,N
0,3,5,8,11,15,17,19,21,25,26,N
0,2,5,6,11,13,16,19,21,24,26,N
0,2,4,6,10,12,16,19,22,24,26,N
0,2,5,6,11,13,17,18,22,24,26,N
0,3,4,6,11,12,16,19,20,25,26,N
0,2,4,8,11,13,16,18,23,25,26,P
0,2,4,7,10,12,16,18,22,25,26,P
0,2,5,9,11,15,17,19,20,24,26,N
0,2,4,9,11,15,16,18,20,25,26,P
0,3,4,9,11,15,16,19,22,24,26,N
1,2,5,9,11,12,16,19,20,25,26,N
0,3,4,9,11,15,17,19,21,25,26,N
0,3,4,8,11,14,16,19,23,25,26,N
0,2,5,8,11,13,16,19,23,24,26,P
0,2,5,8,11,14,16,19,23,25,26,N
0,3,5,6,11,14,17,19,21,25,26,N
0,2,4,7,11,13,16,19,22,25,26,P
0,3,4,7,11,13,16,19,22,24,26,N
0,3,4,9,11,12,16,19,23,24,27,N
0,3,4,9,11,12,16,19,23,24,27,N
0,2,4,6,11,13,16,19,23,24,26,N
0,3,4,6,11,12,16,19,23,24,27,N
0,2,5,7,11,15,16,19,21,25,27,N
0,3,4,7,11,13,16,19,22,25,26,P
0,3,4,7,11,14,16,19,22,24,26,P
0,3,4,7,11,14,17,19,22,24,26,N
0,3,4,7,11,14,17,19,22,24,26,N
0,3,4,7,11,13,16,19,22,24,26,N
0,2,5,8,11,15,17,19,21,25,26,N
0,2,5,8,11,13,16,19,23,25,26,N
0,2,5,8,11,13,16,19,23,25,26,N
0,3,4,8,11,14,16,19,23,24,27,P
0,3,4,7,11,13,16,19,22,24,26,N
0,3,4,6,11,15,17,19,20,25,26,N
0,2,4,6,11,12,16,19,23,24,26,N
0,2,5,7,11,15,16,19,20,25,26,N
0,2,5,7,11,14,16,19,22,24,26,N
0,3,4,6,11,14,16,19,20,25,26,N
0,2,5,6,11,14,16,19,23,25,26,P
0,3,4,8,11,14,16,19,23,25,26,N
0,2,4,7,11,14,17,19,20,25,26,P
0,2,4,7,10,13,16,19,22,25,26,N
0,2,5,7,11,15,17,19,20,25,26,N
0,3,4,6,11,13,16,19,23,24,26,N
0,2,4,7,11,15,17,19,21,24,26,N
0,2,4,7,11,14,17,19,20,25,26,P
0,2,4,7,11,14,17,19,20,25,26,N
0,2,4,7,10,13,16,19,22,25,26,N
0,3,4,6,10,15,17,18,23,24,26,N
0,3,4,8,10,14,17,18,23,25,27,P
0,3,4,9,11,13,16,19,23,24,27,N
0,2,4,7,11,12,16,19,21,25,26,N
0,3,4,8,11,12,16,19,22,24,26,N
0,2,4,7,11,13,16,19,21,25,26,P
0,3,5,7,11,13,16,19,23,25,26,P
0,2,5,7,11,13,16,19,22,24,26,P
0,2,4,7,11,13,16,19,21,25,26,P
0,3,4,7,11,13,16,19,21,24,26,N
0,2,4,8,11,12,16,19,22,24,26,N
0,3,4,7,11,13,16,19,21,24,26,N
0,2,5,6,11,14,16,19,20,25,26,N
0,3,5,6,11,14,16,19,23,25,26,N
0,2,5,8,11,14,16,19,22,25,26,P
0,3,5,7,11,15,17,19,21,25,26,N
0,3,4,6,11,13,16,19,20,25,26,N
